PersonId,LastName,UsedFirstName,PersonRoleId,StartDate,EndDate,PartyEn,OrganizationTypeEn,OrganizationLongEn
13813,Stearns,George McClellan (Mac),86483,1958-03-31,1962-06-17,Progressive Conservative Party,Constituency,Compton--Frontenac
12253,Steckle,Paul Daniel,30097,1993-10-25,2008-10-13,Liberal Party of Canada,Constituency,Huron--Bruce
16005,Steedsman,James,10467,1921-12-06,1930-07-27,Progressive,Constituency,Souris
15836,Steele,Michael,89620,1911-09-21,1921-12-05,Unionist,Constituency,Perth South
15836,Steele,Michael,89620,1911-09-21,1921-12-05,Conservative (1867-1942),Constituency,Perth South
15520,Stefanson,Eric,5975,1958-03-31,1968-06-24,Progressive Conservative Party,Constituency,Selkirk
3129,Stefura,Peter,77124,1957-06-10,1958-03-30,Social Credit Party of Canada,Constituency,Vegreville
1670,Stein,Charles Adolphe,116892,1920-03-31,1922-05-04,Liberal Party of Canada,Constituency,Kamouraska
9576,Stenson,Fred Frise,32488,1962-06-18,1965-11-07,Progressive Conservative Party,Constituency,Peterborough
8964,Stenson,Michael Thomas,89842,1896-06-23,1900-11-06,Liberal Party of Canada,Constituency,Richmond--Wolfe
5792,Stephens,George,75688,1900-11-07,1904-11-02,Liberal Party of Canada,Constituency,Kent
10581,Stephenson,Charles Elwood,78268,1945-06-11,1949-06-26,Progressive Conservative Party,Constituency,Durham
15331,Stephenson,Rufus,32705,1867-09-20,1882-06-19,Conservative (1867-1942),Constituency,Kent
18439,Stetski,Wayne,265508,2015-10-19,,New Democratic Party,Constituency,Kootenay--Columbia
12767,Stevens,Henry Herbert,100986,1911-09-21,1917-12-16,Conservative (1867-1942),Constituency,Vancouver City
12767,Stevens,Henry Herbert,120289,1917-12-17,1930-07-27,Unionist,Constituency,Vancouver Centre
12767,Stevens,Henry Herbert,120289,1917-12-17,1930-07-27,Conservative (1867-1942),Constituency,Vancouver Centre
12767,Stevens,Henry Herbert,34457,1930-08-25,1940-03-25,Conservative (1867-1942),Constituency,Kootenay East
12767,Stevens,Henry Herbert,34457,1930-08-25,1940-03-25,Reconstruction Party,Constituency,Kootenay East
2975,Stevens,Sinclair McKnight,54471,1972-10-30,1979-05-21,Progressive Conservative Party,Constituency,York--Simcoe
2975,Stevens,Sinclair McKnight,37370,1979-05-22,1988-11-20,Progressive Conservative Party,Constituency,York--Peel
1387,Stevenson,James,45472,1887-02-22,1896-06-22,Conservative (1867-1942),Constituency,Peterborough West
10844,Stevenson,Kenneth Ross,61804,1988-11-21,1993-10-24,Progressive Conservative Party,Constituency,Durham
1872,Stewart,Alan Carl,69845,1949-06-27,1953-08-09,Liberal Party of Canada,Constituency,Yorkton
2023,Stewart,Alistair McLeod,80510,1945-06-11,1958-03-30,Co-operative Commonwealth Federation,Constituency,Winnipeg North
11787,Stewart,Charles A.,109333,1922-02-28,1925-10-28,Liberal Party of Canada,Constituency,Argenteuil
11787,Stewart,Charles A.,82664,1925-10-29,1926-10-04,Liberal Party of Canada,Constituency,Edmonton West
11787,Stewart,Charles A.,96243,1926-11-02,1935-10-13,Liberal Party of Canada,Constituency,Edmonton West
7251,Stewart,Charles Wallace,66555,1921-12-06,1925-10-28,Progressive,Constituency,Humboldt
7362,Stewart,Christine Susan,14538,1988-11-21,2000-11-26,Liberal Party of Canada,Constituency,Northumberland
7967,Stewart,Donald Craig,68614,1968-06-25,1979-05-21,Progressive Conservative Party,Constituency,Marquette
8989,Stewart,Dugald,96488,1911-09-21,1917-12-16,Conservative (1867-1942),Constituency,Lunenburg
14803,Stewart,Duncan Alexander,109140,1902-02-18,1904-11-02,Liberal Party of Canada,Constituency,Lisgar
6276,Stewart,Hugh Alexander,97293,1921-12-06,1930-08-06,Conservative (1867-1942),Constituency,Leeds
6276,Stewart,Hugh Alexander,36741,1930-08-25,1940-03-25,Conservative (1867-1942),Constituency,Leeds
16361,Stewart,Jane,97923,1993-10-25,2004-06-27,Liberal Party of Canada,Constituency,Brant
8203,Stewart,John Alexander,116328,1918-05-02,1922-10-07,Unionist,Constituency,Lanark
8203,Stewart,John Alexander,116328,1918-05-02,1922-10-07,Conservative (1867-1942),Constituency,Lanark
16996,Stewart,John B.,43042,1962-06-18,1968-06-24,Liberal Party of Canada,Constituency,Antigonish--Guysborough
2565,Stewart,John Smith,70179,1930-07-28,1935-10-13,Conservative (1867-1942),Constituency,Lethbridge
17845,Stewart,Kennedy,162504,2011-05-02,2015-10-18,New Democratic Party,Constituency,Burnaby--Douglas
17845,Stewart,Kennedy,266071,2015-10-19,2018-09-14,New Democratic Party,Constituency,Burnaby South
15371,Stewart,Ralph Wesley,41180,1968-06-25,1979-05-21,Liberal Party of Canada,Constituency,Cochrane
15371,Stewart,Ralph Wesley,41180,1968-06-25,1979-05-21,Progressive Conservative Party,Constituency,Cochrane
1757,Stewart,Robert,111582,1904-11-03,1908-10-25,Liberal Party of Canada,Constituency,Ottawa (City of)
8520,Stewart,Robert Dugald Caldwell,105187,1958-03-31,1962-06-17,Progressive Conservative Party,Constituency,Charlotte
14362,Stewart,Ronald Alexander,112534,1979-05-22,1988-11-20,Progressive Conservative Party,Constituency,Simcoe South
3167,Stewart,Thomas Joseph,68103,1908-10-26,1925-10-28,Conservative (1867-1942),Constituency,Hamilton West
3167,Stewart,Thomas Joseph,68103,1908-10-26,1925-10-28,Unionist,Constituency,Hamilton West
3472,Stewart,William Douglas,108425,1968-06-25,1974-07-07,Liberal Party of Canada,Constituency,Okanagan--Kootenay
13982,Stick,Leonard T.,104797,1949-06-27,1958-03-30,Liberal Party of Canada,Constituency,Trinity--Conception
4537,Stinson,Darrel,47310,1993-10-25,1997-06-01,Reform Party of Canada,Constituency,Okanagan--Shuswap
4537,Stinson,Darrel,8687,1997-06-02,2004-06-27,Conservative Party of Canada,Constituency,Okanagan--Shuswap
4537,Stinson,Darrel,8687,1997-06-02,2004-06-27,Canadian Reform Conservative Alliance,Constituency,Okanagan--Shuswap
4537,Stinson,Darrel,8687,1997-06-02,2004-06-27,Reform Party of Canada,Constituency,Okanagan--Shuswap
4537,Stinson,Darrel,27190,2004-06-28,2004-08-31,Conservative Party of Canada,Constituency,North Okanagan--Shuswap
4537,Stinson,Darrel,17725,2004-09-01,2006-01-22,Conservative Party of Canada,Constituency,Okanagan--Shuswap
14897,Stinson,Frederick Coles,17136,1957-06-10,1962-06-17,Progressive Conservative Party,Constituency,York Centre
13013,Stinson,Thomas Hubert,43046,1925-10-29,1935-10-13,Conservative (1867-1942),Constituency,Victoria
14346,Stirling,Grote,42245,1924-11-06,1947-10-04,National Government,Constituency,Yale
14346,Stirling,Grote,42245,1924-11-06,1947-10-04,Progressive Conservative Party,Constituency,Yale
14346,Stirling,Grote,42245,1924-11-06,1947-10-04,Conservative (1867-1942),Constituency,Yale
10437,Stirton,David,103800,1867-09-20,1876-05-24,Liberal Party of Canada,Constituency,Wellington South
7679,Stitt,Bernard Munroe,64701,1930-07-28,1935-10-13,Conservative (1867-1942),Constituency,Nelson
10921,Stitt,James Herbert,57299,1930-07-28,1935-10-13,Conservative (1867-1942),Constituency,Selkirk
11167,Stockton,Alfred Augustus,44832,1900-11-07,1907-03-15,Conservative (1867-1942),Constituency,St. John (City and County of)
13588,Stoffer,Peter,29702,1997-06-02,1999-03-10,New Democratic Party,Constituency,Sackville--Eastern Shore
13588,Stoffer,Peter,32242,1999-03-11,2004-06-27,New Democratic Party,Constituency,Sackville--Musquodoboit Valley--Eastern Shore
13588,Stoffer,Peter,91907,2004-06-28,2015-10-18,New Democratic Party,Constituency,Sackville--Eastern Shore
11600,Stokes,George Henry,5793,1940-03-26,1949-06-26,National Government,Constituency,Hastings South
11600,Stokes,George Henry,5793,1940-03-26,1949-06-26,Progressive Conservative Party,Constituency,Hastings South
13783,Stollery,Peter A.,53131,1972-10-30,1981-07-01,Liberal Party of Canada,Constituency,Spadina
294,Stork,Alfred,118008,1921-12-06,1926-09-13,Liberal Party of Canada,Constituency,Skeena
16814,Storseth,Brian,64421,2006-01-23,2015-10-18,Conservative Party of Canada,Constituency,Westlock--St. Paul
6092,Strahl,Charles (Chuck),86808,1993-10-25,1997-06-01,Reform Party of Canada,Constituency,Fraser Valley East
6092,Strahl,Charles (Chuck),54872,1997-06-02,2004-06-27,Canadian Reform Conservative Alliance,Constituency,Fraser Valley
6092,Strahl,Charles (Chuck),54872,1997-06-02,2004-06-27,Reform Party of Canada,Constituency,Fraser Valley
6092,Strahl,Charles (Chuck),54872,1997-06-02,2004-06-27,Independent,Constituency,Fraser Valley
6092,Strahl,Charles (Chuck),54872,1997-06-02,2004-06-27,Conservative Party of Canada,Constituency,Fraser Valley
6092,Strahl,Charles (Chuck),46081,2004-06-28,2011-05-01,Conservative Party of Canada,Constituency,Chilliwack--Fraser Canyon
17847,Strahl,Mark,162510,2011-05-02,2015-10-18,Conservative Party of Canada,Constituency,Chilliwack--Fraser Canyon
17847,Strahl,Mark,268138,2015-10-19,,Conservative Party of Canada,Constituency,Chilliwack--Hope
12932,Strange,Frederick William,18078,1878-09-17,1882-06-19,Liberal-Conservative,Constituency,York North
13399,Stratas,Diane Rose,39350,1979-05-22,1980-02-17,Progressive Conservative Party,Constituency,Scarborough Centre
2521,Stratton,James Robert,54868,1908-10-26,1911-09-20,Liberal Party of Canada,Constituency,Peterborough West
7811,Street,Thomas Clark,3561,1867-09-20,1872-09-06,Conservative (1867-1942),Constituency,Welland
6106,Streight,John Everett Lyle,41986,1935-10-14,1940-03-25,Liberal Party of Canada,Constituency,York West
10956,Stronach,Belinda,97441,2004-06-28,2008-10-13,Liberal Party of Canada,Constituency,Newmarket--Aurora
10956,Stronach,Belinda,97441,2004-06-28,2008-10-13,Conservative Party of Canada,Constituency,Newmarket--Aurora
12017,Strum,Gladys Grace Mae,39208,1945-06-11,1949-06-26,Co-operative Commonwealth Federation,Constituency,Qu'Appelle
5911,Stuart,Andrew Wesley,42363,1945-06-11,1958-03-30,Liberal Party of Canada,Constituency,Charlotte
13585,Stuart,John,52603,1874-01-22,1874-11-03,Liberal Party of Canada,Constituency,Norfolk South
18425,Stubbs,Shannon,265466,2015-10-19,,Conservative Party of Canada,Constituency,Lakeland
2026,Stubbs,William,12027,1895-12-24,1900-11-06,Independent Conservative,Constituency,Cardwell
5506,Studer,Irvin William,43106,1949-06-27,1953-08-09,Liberal Party of Canada,Constituency,Maple Creek
5506,Studer,Irvin William,80446,1953-08-10,1958-03-30,Liberal Party of Canada,Constituency,Swift Current--Maple Creek
1587,Stupich,David,32963,1988-11-21,1993-10-24,New Democratic Party,Constituency,Nanaimo--Cowichan
12653,Sulatycky,Allen B.,36438,1968-06-25,1972-10-29,Liberal Party of Canada,Constituency,Rocky Mountain
13920,Sullivan,Gordon Joseph,63891,1968-06-25,1972-10-29,Liberal Party of Canada,Constituency,Hamilton Mountain
9577,Sullivan,John Alexander,45934,1930-07-28,1935-10-13,Conservative (1867-1942),Constituency,St. Ann
17891,Sullivan,Mike,162646,2011-05-02,2015-10-18,New Democratic Party,Constituency,York South--Weston
14365,Suluk,Thomas,57418,1984-09-04,1988-11-20,Progressive Conservative Party,Constituency,Nunatsiaq
12702,Sutherland,Donald,69299,1911-09-21,1926-09-13,Conservative (1867-1942),Constituency,Oxford South
12702,Sutherland,Donald,69299,1911-09-21,1926-09-13,Unionist,Constituency,Oxford South
3312,Sutherland,Donald Matheson,74982,1925-10-29,1926-09-13,Conservative (1867-1942),Constituency,Oxford North
3312,Sutherland,Donald Matheson,90893,1930-07-28,1930-08-06,Conservative (1867-1942),Constituency,Oxford North
3312,Sutherland,Donald Matheson,108258,1930-08-25,1935-10-13,Conservative (1867-1942),Constituency,Oxford North
11336,Sutherland,Hugh McKay,105471,1882-06-20,1887-02-21,Liberal Party of Canada,Constituency,Selkirk
13607,Sutherland,James,74709,1880-12-09,1902-01-14,Liberal Party of Canada,Constituency,Oxford North
13607,Sutherland,James,6601,1902-01-29,1905-05-03,Liberal Party of Canada,Constituency,Oxford North
11085,Sutherland,Robert Franklin,112066,1900-11-07,1909-10-20,Liberal Party of Canada,Constituency,Essex North
9428,Swanston,James Beck,32105,1930-07-28,1935-10-13,Conservative (1867-1942),Constituency,Maple Creek
2114,Sweet,David,13926,2006-01-23,2015-10-18,Conservative Party of Canada,Constituency,Ancaster--Dundas--Flamborough--Westdale
2114,Sweet,David,266066,2015-10-19,,Conservative Party of Canada,Constituency,Flamborough--Glanbrook
2615,Sylvain,Georges,42147,1867-09-20,1872-10-11,Conservative (1867-1942),Constituency,Rimouski
16452,Sylvestre,Armand,48696,1925-10-29,1930-07-27,Liberal Party of Canada,Constituency,Lake St. John
16452,Sylvestre,Armand,2249,1935-10-14,1945-06-10,Liberal Party of Canada,Constituency,Lake St-John--Roberval
5111,Symes,Reginald Cyril,54559,1972-10-30,1980-02-17,New Democratic Party,Constituency,Sault Ste. Marie
3828,Szabo,Paul John Mark,30176,1993-10-25,2011-05-01,Liberal Party of Canada,Constituency,Mississauga South
9678,Séguin,Paul-Arthur,82758,1908-10-26,1917-12-16,Liberal Party of Canada,Constituency,L'Assomption
9678,Séguin,Paul-Arthur,41800,1917-12-17,1935-10-13,Liberal Party of Canada,Constituency,L'Assomption--Montcalm
9678,Séguin,Paul-Arthur,41800,1917-12-17,1935-10-13,Opposition,Constituency,L'Assomption--Montcalm
10965,Sénécal,Louis Adélard,62260,1867-09-20,1872-10-11,Conservative (1867-1942),Constituency,Drummond--Arthabaska
16107,Sévigny,Albert,89101,1911-09-21,1917-01-07,Conservative (1867-1942),Constituency,Dorchester
16107,Sévigny,Albert,82528,1917-01-27,1917-12-16,Conservative (1867-1942),Constituency,Dorchester
963,Sévigny,Joseph Pierre Albert,100655,1958-03-31,1963-04-07,Progressive Conservative Party,Constituency,Longueuil
18509,Tabbara,Marwan,265736,2015-10-19,,Liberal Party of Canada,Constituency,Kitchener South--Hespeler
9940,Talbot,Onésiphore Ernest,67039,1896-06-23,1911-09-20,Liberal Party of Canada,Constituency,Bellechasse
1682,Talbot,Peter,31471,1904-11-03,1906-03-07,Liberal Party of Canada,Constituency,Strathcona
18492,Tan,Geng,265681,2015-10-19,,Liberal Party of Canada,Constituency,Don Valley North
17052,Tardif,Alain,21784,1979-05-22,1984-09-03,Liberal Party of Canada,Constituency,Richmond
17052,Tardif,Alain,38905,1984-09-04,1988-11-20,Liberal Party of Canada,Constituency,Richmond--Wolfe
6604,Tardif,Paul,22210,1959-10-05,1968-06-24,Liberal Party of Canada,Constituency,Russell
3057,Tarte,Joseph Israël,110051,1891-03-05,1891-11-09,Conservative (1867-1942),Constituency,Montmorency
3057,Tarte,Joseph Israël,111891,1893-01-05,1896-06-22,Independent,Constituency,L'Islet
3057,Tarte,Joseph Israël,96355,1896-08-03,1900-11-06,Liberal Party of Canada,Constituency,St. Johns--Iberville
3057,Tarte,Joseph Israël,67853,1900-11-07,1904-11-02,Liberal Party of Canada,Constituency,St. Mary
14579,Taschereau,Henri Thomas,75066,1872-10-12,1878-09-16,Liberal Party of Canada,Constituency,Montmagny
9865,Taschereau,Thomas Linière,10476,1884-10-31,1887-02-21,Conservative (1867-1942),Constituency,Beauce
18502,Tassi,Filomena,265715,2015-10-19,,Liberal Party of Canada,Constituency,Hamilton West--Ancaster--Dundas
15183,Tassé,Joseph,91005,1878-09-17,1887-02-21,Conservative (1867-1942),Constituency,Ottawa (City of)
8493,Tassé,Yvon-Roma,55363,1958-03-31,1962-06-17,Progressive Conservative Party,Constituency,Quebec East
9568,Taylor,Charles Keith,95111,1972-10-30,1974-07-07,Progressive Conservative Party,Constituency,Churchill
12052,Taylor,Don L.,116205,1979-05-22,1980-02-17,Progressive Conservative Party,Constituency,Cowichan--Malahat--The Islands
9633,Taylor,George,117090,1882-06-20,1904-11-02,Conservative (1867-1942),Constituency,Leeds South
9633,Taylor,George,69728,1904-11-03,1911-10-25,Conservative (1867-1942),Constituency,Leeds
15510,Taylor,Gordon Edward,34912,1979-05-22,1988-11-20,Progressive Conservative Party,Constituency,Bow River
5768,Taylor,James Davis,92685,1908-10-26,1917-10-22,Conservative (1867-1942),Constituency,New Westminster
702,Taylor,James Samuel,6341,1935-10-14,1940-03-25,Independent,Constituency,Nanaimo
702,Taylor,James Samuel,6341,1935-10-14,1940-03-25,Co-operative Commonwealth Federation,Constituency,Nanaimo
14176,Taylor,John Russell,95369,1957-06-10,1962-06-17,Progressive Conservative Party,Constituency,Vancouver--Burrard
6165,Taylor,Leonard William (Len),94586,1988-11-21,1997-06-01,New Democratic Party,Constituency,The Battlefords--Meadow Lake
5567,Taylor,William Horace,14430,1926-09-14,1935-10-13,Liberal Party of Canada,Constituency,Norfolk--Elgin
5567,Taylor,William Horace,7746,1935-10-14,1945-04-17,Liberal Party of Canada,Constituency,Norfolk
1815,Teillet,Roger-Joseph,104872,1962-06-18,1968-06-24,Liberal Party of Canada,Constituency,St. Boniface
16520,Telegdi,Andrew,115746,1993-10-25,1997-06-01,Liberal Party of Canada,Constituency,Waterloo
16520,Telegdi,Andrew,57853,1997-06-02,2008-10-13,Liberal Party of Canada,Constituency,Kitchener--Waterloo
2229,Telford,William Pattison,16646,1926-09-14,1930-07-27,Liberal Party of Canada,Constituency,Grey North
2229,Telford,William Pattison,77353,1935-10-14,1944-12-09,Liberal Party of Canada,Constituency,Grey North
4390,Telford,William Pattison,76547,1904-11-03,1908-10-25,Liberal Party of Canada,Constituency,Grey North
8709,Tellier,Louis,42109,1878-09-17,1882-06-19,Conservative (1867-1942),Constituency,St. Hyacinthe
3246,Temelkovski,Lui,34076,2004-06-28,2008-10-13,Liberal Party of Canada,Constituency,Oak Ridges--Markham
5895,Temple,Anthony Robert,89574,1963-04-08,1965-11-07,Liberal Party of Canada,Constituency,Hastings South
10283,Temple,Thomas,65933,1884-06-29,1896-04-22,Conservative (1867-1942),Constituency,York
9700,Templeman,William,103611,1906-03-06,1908-10-25,Liberal Party of Canada,Constituency,Victoria City
9700,Templeman,William,59523,1909-02-08,1911-09-20,Liberal Party of Canada,Constituency,Comox--Atlin
8311,Terrana,Anna Marina,69388,1993-10-25,1997-06-01,Liberal Party of Canada,Constituency,Vancouver East
1898,Tessier,Claude,69842,1974-07-08,1979-05-21,Liberal Party of Canada,Constituency,Compton
1898,Tessier,Claude,20033,1979-05-22,1984-09-03,Liberal Party of Canada,Constituency,Mégantic--Compton--Stanstead
6885,Thacker,Blaine Allen,97436,1979-05-22,1988-11-20,Progressive Conservative Party,Constituency,Lethbridge--Foothills
6885,Thacker,Blaine Allen,9296,1988-11-21,1993-10-24,Progressive Conservative Party,Constituency,Lethbridge
9870,Thalheimer,Peter,60360,1993-10-25,1997-06-01,Liberal Party of Canada,Constituency,Timmins--Chapleau
9967,Thatcher,Wilbert Ross,69811,1945-06-11,1953-08-09,Co-operative Commonwealth Federation,Constituency,Moose Jaw
9967,Thatcher,Wilbert Ross,90437,1953-08-10,1957-06-09,Co-operative Commonwealth Federation,Constituency,Moose Jaw--Lake Centre
9967,Thatcher,Wilbert Ross,90437,1953-08-10,1957-06-09,Independent,Constituency,Moose Jaw--Lake Centre
8234,Thauvette,Joseph,3700,1930-07-28,1945-06-10,Liberal Party of Canada,Constituency,Vaudreuil--Soulanges
17139,Thi Lac,Ève-Mary Thaï,122905,2007-09-17,2011-05-01,Bloc Québécois,Constituency,Saint-Hyacinthe--Bagot
10087,Thibaudeau,Isidore,98242,1874-01-22,1877-11-07,Liberal Party of Canada,Constituency,Quebec East
12251,Thibault,Louise,36920,2004-06-28,2004-08-31,Bloc Québécois,Constituency,Rimouski--Témiscouata
12251,Thibault,Louise,25241,2004-09-01,2008-10-13,Independent,Constituency,Rimouski-Neigette--Témiscouata--Les Basques
12251,Thibault,Louise,25241,2004-09-01,2008-10-13,Bloc Québécois,Constituency,Rimouski-Neigette--Témiscouata--Les Basques
4430,Thibault,Léandre,24596,1953-08-10,1958-03-30,Liberal Party of Canada,Constituency,Matapédia--Matane
16507,Thibault,Robert,37045,2000-11-27,2004-06-27,Liberal Party of Canada,Constituency,West Nova
16507,Thibault,Robert,10511,2004-06-28,2008-10-13,Liberal Party of Canada,Constituency,West Nova
17291,Thibeault,Glenn,132140,2008-10-14,2015-01-05,New Democratic Party,Constituency,Sudbury
2300,Thibeault,Yolande,11033,1997-06-02,2004-06-27,Liberal Party of Canada,Constituency,Saint-Lambert
3991,Thoburn,William,109673,1908-10-26,1917-12-16,Conservative (1867-1942),Constituency,Lanark North
11757,Thomas,Charles Humbert,53987,1968-06-25,1974-07-07,Progressive Conservative Party,Constituency,Moncton
12151,Thomas,J. Antonio,48894,1965-11-08,1968-06-24,Liberal Party of Canada,Constituency,Maisonneuve--Rosemont
12151,Thomas,J. Antonio,68969,1968-06-25,1972-10-29,Liberal Party of Canada,Constituency,Maisonneuve
12151,Thomas,J. Antonio,70082,1972-10-30,1974-07-07,Liberal Party of Canada,Constituency,Maisonneuve--Rosemont
8448,Thomas,Ray,117750,1949-06-27,1958-03-30,Social Credit Party of Canada,Constituency,Wetaskiwin
5077,Thomas,William Howell Arthur,37506,1957-06-10,1968-06-24,Progressive Conservative Party,Constituency,Middlesex West
16294,Thompson,Alfred,66356,1904-11-03,1908-10-25,Conservative (1867-1942),Constituency,Yukon
16294,Thompson,Alfred,99524,1911-09-21,1921-12-05,Conservative (1867-1942),Constituency,Yukon
16294,Thompson,Alfred,99524,1911-09-21,1921-12-05,Unionist,Constituency,Yukon
13810,Thompson,Alfred Burke,86199,1925-10-29,1935-05-17,Conservative (1867-1942),Constituency,Simcoe East
11811,Thompson,Andrew Thorburn,110197,1900-11-07,1904-11-02,Liberal Party of Canada,Constituency,Haldimand and Monck
1720,Thompson,Arthur Lisle,14171,1939-12-11,1940-03-25,Liberal Party of Canada,Constituency,Kent
8079,Thompson,Benjamin Cope (Ben),9389,1957-06-10,1962-06-17,Progressive Conservative Party,Constituency,Northumberland
8064,Thompson,David,46411,1867-09-20,1886-04-18,Liberal Party of Canada,Constituency,Haldimand
3260,Thompson,Gregory Francis,38469,1988-11-21,1993-10-24,Progressive Conservative Party,Constituency,Carleton--Charlotte
3260,Thompson,Gregory Francis,74029,1997-06-02,1998-06-17,Progressive Conservative Party,Constituency,Charlotte
3260,Thompson,Gregory Francis,10007,1998-06-18,2004-06-27,Progressive Conservative Party,Constituency,New Brunswick Southwest
3260,Thompson,Gregory Francis,10007,1998-06-18,2004-06-27,Conservative Party of Canada,Constituency,New Brunswick Southwest
3260,Thompson,Gregory Francis,19567,2004-06-28,2004-08-31,Conservative Party of Canada,Constituency,St. Croix--Belleisle
3260,Thompson,Gregory Francis,86358,2004-09-01,2011-05-01,Conservative Party of Canada,Constituency,New Brunswick Southwest
8749,Thompson,John Hall,51227,1867-09-20,1872-10-11,Liberal Party of Canada,Constituency,Ontario North
1860,Thompson,John Sparrow David,57165,1885-10-16,1894-12-12,Liberal-Conservative,Constituency,Antigonish
2847,Thompson,Joshua Spencer,6655,1871-12-19,1880-12-20,Liberal-Conservative,Constituency,Cariboo
16024,Thompson,Myron,6518,1993-10-25,2008-10-13,Conservative Party of Canada,Constituency,Wild Rose
16024,Thompson,Myron,6518,1993-10-25,2008-10-13,Canadian Reform Conservative Alliance,Constituency,Wild Rose
16024,Thompson,Myron,6518,1993-10-25,2008-10-13,Reform Party of Canada,Constituency,Wild Rose
17086,Thompson,Richard Frederick,103670,1917-12-17,1921-12-05,Unionist,Constituency,Weyburn
8052,Thompson,Robert Norman,92931,1962-06-18,1972-10-29,Social Credit Party of Canada,Constituency,Red Deer
8052,Thompson,Robert Norman,92931,1962-06-18,1972-10-29,Progressive Conservative Party,Constituency,Red Deer
11659,Thompson,Sydney Herbert Stewart,53648,1957-06-10,1958-03-30,Social Credit Party of Canada,Constituency,Edmonton--Strathcona
15649,Thompson,Thomas Alfred,8564,1930-07-28,1940-03-25,Conservative (1867-1942),Constituency,Lanark
4148,Thompson,Thomas Henry,100367,1917-12-17,1925-05-17,Conservative (1867-1942),Constituency,Hastings East
4148,Thompson,Thomas Henry,100367,1917-12-17,1925-05-17,Unionist,Constituency,Hastings East
11333,Thomson,John William,121051,1979-05-22,1984-09-03,Progressive Conservative Party,Constituency,Calgary South
10577,Thomson,Levi,69218,1911-09-21,1921-12-05,Liberal Party of Canada,Constituency,Qu'Appelle
10577,Thomson,Levi,69218,1911-09-21,1921-12-05,Unionist,Constituency,Qu'Appelle
717,Thomson,Roderick J. (Rod),6573,1968-06-25,1972-10-29,New Democratic Party,Constituency,Battleford--Kindersley
2123,Thomson,Thomas Inkerman,102417,1903-02-24,1904-11-02,Conservative (1867-1942),Constituency,Grey North
16650,Thomson,Walter Cunningham,61240,1949-06-27,1951-10-09,Liberal Party of Canada,Constituency,Ontario
4434,Thomson,William Alexander,63924,1872-11-23,1878-09-16,Liberal Party of Canada,Constituency,Welland
11835,Thorkelson,Scott Jon,49467,1988-11-21,1993-10-24,Progressive Conservative Party,Constituency,Edmonton--Strathcona
7837,Thornton,Charles Jonas,102395,1900-11-07,1901-10-06,Conservative (1867-1942),Constituency,Durham West
7837,Thornton,Charles Jonas,11479,1908-10-26,1917-12-16,Conservative (1867-1942),Constituency,Durham
13464,Thorson,Joseph Thorarinn,102027,1926-09-14,1930-07-27,Liberal Party of Canada,Constituency,Winnipeg South Centre
13464,Thorson,Joseph Thorarinn,64226,1935-10-14,1942-10-05,Liberal Progressive,Constituency,Selkirk
13464,Thorson,Joseph Thorarinn,64226,1935-10-14,1942-10-05,Liberal Party of Canada,Constituency,Selkirk
3816,Thrasher,Richard Devere,51433,1957-06-10,1962-06-17,Progressive Conservative Party,Constituency,Essex South
5872,Thurston,John Jabez,36921,1921-12-06,1925-10-28,Independent,Constituency,Victoria
18581,Thériault,Luc,265966,2015-10-19,,Groupe parlementaire québécois ,Constituency,Montcalm
18581,Thériault,Luc,265966,2015-10-19,,Québec debout,Constituency,Montcalm
18581,Thériault,Luc,265966,2015-10-19,,Bloc Québécois,Constituency,Montcalm
15731,Thérien,Olaüs,58152,1887-02-22,1891-03-04,Conservative (1867-1942),Constituency,Montcalm
12349,Tilley,Samuel Leonard,65080,1867-09-20,1873-11-04,Liberal-Conservative,Constituency,St. John (City of )
12349,Tilley,Samuel Leonard,91046,1878-09-17,1878-10-16,Liberal-Conservative,Constituency,St. John (City of )
12349,Tilley,Samuel Leonard,81405,1878-11-04,1885-11-11,Liberal-Conservative,Constituency,St. John (City of )
5135,Tilson,David,16771,2004-06-28,,Conservative Party of Canada,Constituency,Dufferin--Caledon
10191,Timmins,Harold Aberdeen Watson,38949,1946-10-21,1949-06-26,Progressive Conservative Party,Constituency,Parkdale
1894,Tirabassi,Anthony (Tony),67301,2000-11-27,2004-06-27,Liberal Party of Canada,Constituency,Niagara Centre
2748,Tisdale,David,39390,1887-02-22,1904-11-02,Conservative (1867-1942),Constituency,Norfolk South
2748,Tisdale,David,73701,1904-11-03,1908-10-25,Conservative (1867-1942),Constituency,Norfolk
5744,Tobin,Brian Vincent,6709,1980-02-18,1988-11-20,Liberal Party of Canada,Constituency,Humber--Port au Port--St. Barbe
5744,Tobin,Brian Vincent,111882,1988-11-21,1996-01-25,Liberal Party of Canada,Constituency,Humber--St. Barbe--Baie Verte
5744,Tobin,Brian Vincent,109209,2000-11-27,2002-01-25,Liberal Party of Canada,Constituency,Bonavista--Trinity--Conception
7564,Tobin,Edmund William,7919,1900-11-07,1930-06-02,Liberal Party of Canada,Constituency,Richmond--Wolfe
7564,Tobin,Edmund William,7919,1900-11-07,1930-06-02,Opposition,Constituency,Richmond--Wolfe
355,Tobin,Stanley Gilbert,25081,1925-10-29,1926-09-13,Liberal Party of Canada,Constituency,Wetaskiwin
10769,Tobin,Stephen,45467,1872-10-12,1874-01-21,Liberal Party of Canada,Constituency,Halifax
